,Point-of-Sale_ID,week,Units
32099,160,2019-04-08,1669.0
20843,104,2019-04-08,2521.0
73304,365,2019-04-08,871.0
20240,101,2019-04-08,1990.0
63857,318,2019-04-08,1408.0
44762,223,2019-04-08,2210.0
62048,309,2019-04-08,1397.0
62450,311,2019-04-08,2234.0
10623,53,2019-04-08,2764.0
65465,326,2019-04-08,1445.0
79736,397,2019-04-08,2023.0
13638,68,2019-04-08,1884.0
38129,190,2019-04-08,2354.0
77123,384,2019-04-08,1780.0
65063,324,2019-04-08,3189.0
25265,126,2019-04-08,2664.0
60641,302,2019-04-08,2122.0
18060,90,2019-04-08,2469.0
41546,207,2019-04-08,3062.0
36320,181,2019-04-08,2614.0
60842,303,2019-04-08,1747.0
18864,94,2019-04-08,1131.0
7407,37,2019-04-08,5474.0
67274,335,2019-04-08,1965.0
73907,368,2019-04-08,2475.0
80741,402,2019-04-08,1844.0
22853,114,2019-04-08,2069.0
49988,249,2019-04-08,1874.0
52601,262,2019-04-08,1609.0
26873,134,2019-04-08,1524.0
171,1,2019-04-08,3153.0
69083,344,2019-04-08,1067.0
78530,391,2019-04-08,3921.0
49385,246,2019-04-08,1418.0
19637,98,2019-04-08,1900.0
43556,217,2019-04-08,3063.0
41747,208,2019-04-08,2781.0
42752,213,2019-04-08,2039.0
34109,170,2019-04-08,1762.0
16653,83,2019-04-08,1947.0
16452,82,2019-04-08,2209.0
20642,103,2019-04-08,6080.0
23054,115,2019-04-08,3866.0
21647,108,2019-04-08,1773.0
77927,388,2019-04-08,3381.0
11226,56,2019-04-08,4545.0
4392,22,2019-04-08,3849.0
39335,196,2019-04-08,4227.0
2181,11,2019-04-08,3468.0
81143,404,2019-04-08,4357.0
774,4,2019-04-08,4457.0
37325,186,2019-04-08,1597.0
56018,279,2019-04-08,2774.0
48380,241,2019-04-08,2303.0
78932,393,2019-04-08,3580.0
68279,340,2019-04-08,3129.0
54611,272,2019-04-08,5678.0
38732,193,2019-04-08,2829.0
61445,306,2019-04-08,2510.0
19065,95,2019-04-08,2213.0
75716,377,2019-04-08,1734.0
37526,187,2019-04-08,1103.0
26069,130,2019-04-08,3509.0
76922,383,2019-04-08,5707.0
76118,379,2019-04-08,2173.0
46169,230,2019-04-08,1708.0
55415,276,2019-04-08,3516.0
6201,31,2019-04-08,2341.0
44963,224,2019-04-08,1204.0
49184,245,2019-04-08,2294.0
66068,329,2019-04-08,3425.0
69284,345,2019-04-08,3478.0
27878,139,2019-04-08,2891.0
22049,110,2019-04-08,2902.0
3186,16,2019-04-08,3948.0
12834,64,2019-04-08,3923.0
55013,274,2019-04-08,1918.0
30692,153,2019-04-08,1278.0
12432,62,2019-04-08,5842.0
64259,320,2019-04-08,991.0
30893,154,2019-04-08,1447.0
67073,334,2019-04-08,2944.0
27677,138,2019-04-08,3041.0
51797,258,2019-04-08,2584.0
3789,19,2019-04-08,3527.0
72902,363,2019-04-08,1775.0
19436,97,2019-04-08,2559.0
74711,372,2019-04-08,2211.0
57224,285,2019-04-08,2309.0
13035,65,2019-04-08,3685.0
77726,387,2019-04-08,4043.0
25466,127,2019-04-08,1492.0
5196,26,2019-04-08,2961.0
67475,336,2019-04-08,1395.0
65867,328,2019-04-08,1706.0
9216,46,2019-04-08,2399.0
1176,6,2019-04-08,2231.0
20441,102,2019-04-08,3926.0
34310,171,2019-04-08,1581.0
78731,392,2019-04-08,3736.0
82148,409,2019-04-08,2436.0
29486,147,2019-04-08,2435.0
34913,174,2019-04-08,1107.0
16854,84,2019-04-08,2361.0
36521,182,2019-04-08,2969.0
81344,405,2019-04-08,3846.0
68681,342,2019-04-08,2920.0
77324,385,2019-04-08,1929.0
52400,261,2019-04-08,1805.0
9417,47,2019-04-08,1823.0
31898,159,2019-04-08,2994.0
25868,129,2019-04-08,1634.0
73706,367,2019-04-08,4577.0
13437,67,2019-04-08,2600.0
80339,400,2019-04-08,2229.0
12030,60,2019-04-08,4566.0
73103,364,2019-04-08,2260.0
46571,232,2019-04-08,2899.0
21848,109,2019-04-08,2242.0
17658,88,2019-04-08,1651.0
1578,8,2019-04-08,4124.0
75917,378,2019-04-08,1693.0
8211,41,2019-04-08,3581.0
55616,277,2019-04-08,4288.0
31496,157,2019-04-08,944.0
48782,243,2019-04-08,512.0
61244,305,2019-04-08,1627.0
61043,304,2019-04-08,3551.0
39536,197,2019-04-08,1594.0
40742,203,2019-04-08,1534.0
63455,316,2019-04-08,1565.0
34511,172,2019-04-08,3193.0
40340,201,2019-04-08,3283.0
48581,242,2019-04-08,2312.0
27476,137,2019-04-08,2477.0
56822,283,2019-04-08,4317.0
29084,145,2019-04-08,1476.0
22451,112,2019-04-08,3830.0
2784,14,2019-04-08,2396.0
8412,42,2019-04-08,5510.0
45365,226,2019-04-08,2731.0
57425,286,2019-04-08,2718.0
35315,176,2019-04-08,1826.0
17055,85,2019-04-08,2503.0
78128,389,2019-04-08,4142.0
50390,251,2019-04-08,3822.0
56621,282,2019-04-08,5401.0
36722,183,2019-04-08,1196.0
44360,221,2019-04-08,674.0
68882,343,2019-04-08,3971.0
3990,20,2019-04-08,1577.0
51194,255,2019-04-08,2350.0
50993,254,2019-04-08,4087.0
81545,406,2019-04-08,2636.0
62249,310,2019-04-08,860.0
5397,27,2019-04-08,3983.0
30290,151,2019-04-08,3763.0
67676,337,2019-04-08,1275.0
27275,136,2019-04-08,3363.0
43958,219,2019-04-08,3060.0
33908,169,2019-04-08,1872.0
22652,113,2019-04-08,3032.0
17859,89,2019-04-08,4072.0
65264,325,2019-04-08,2538.0
4191,21,2019-04-08,2322.0
64058,319,2019-04-08,1000.0
4794,24,2019-04-08,4292.0
47978,239,2019-04-08,2543.0
68480,341,2019-04-08,2301.0
75113,374,2019-04-08,3192.0
54209,270,2019-04-08,2578.0
45566,227,2019-04-08,2156.0
10221,51,2019-04-08,2576.0
72701,362,2019-04-08,4830.0
42350,211,2019-04-08,1626.0
38933,194,2019-04-08,3218.0
5598,28,2019-04-08,1850.0
1377,7,2019-04-08,1622.0
3387,17,2019-04-08,4548.0
54008,269,2019-04-08,2670.0
69887,348,2019-04-08,3973.0
9618,48,2019-04-08,6755.0
35918,179,2019-04-08,1620.0
56219,280,2019-04-08,7170.0
60038,299,2019-04-08,2818.0
23456,117,2019-04-08,4579.0
18663,93,2019-04-08,2289.0
68078,339,2019-04-08,2291.0
14040,70,2019-04-08,1422.0
21245,106,2019-04-08,3854.0
18462,92,2019-04-08,6040.0
2583,13,2019-04-08,3913.0
62852,313,2019-04-08,724.0
21446,107,2019-04-08,2983.0
48179,240,2019-04-08,3094.0
30491,152,2019-04-08,1058.0
54410,271,2019-04-08,2678.0
37124,185,2019-04-08,3384.0
67877,338,2019-04-08,2933.0
42551,212,2019-04-08,2861.0
6000,30,2019-04-08,4097.0
60440,301,2019-04-08,1523.0
43355,216,2019-04-08,2392.0
51596,257,2019-04-08,4076.0
38330,191,2019-04-08,1478.0
79535,396,2019-04-08,1856.0
78329,390,2019-04-08,3195.0
16050,80,2019-04-08,4479.0
39938,199,2019-04-08,1959.0
26672,133,2019-04-08,2747.0
28883,144,2019-04-08,2234.0
7005,35,2019-04-08,2275.0
9015,45,2019-04-08,3927.0
66671,332,2019-04-08,920.0
9819,49,2019-04-08,4799.0
45767,228,2019-04-08,1706.0
77525,386,2019-04-08,1487.0
63656,317,2019-04-08,974.0
70088,349,2019-04-08,2891.0
45968,229,2019-04-08,1476.0
46973,234,2019-04-08,1234.0
63053,314,2019-04-08,2129.0
31697,158,2019-04-08,1143.0
82349,410,2019-04-08,4548.0
10020,50,2019-04-08,2952.0
12633,63,2019-04-08,3154.0
59837,298,2019-04-08,1475.0
50591,252,2019-04-08,5086.0
57023,284,2019-04-08,2442.0
73505,366,2019-04-08,770.0
44159,220,2019-04-08,1040.0
25064,125,2019-04-08,2903.0
55214,275,2019-04-08,3419.0
7608,38,2019-04-08,1699.0
33305,166,2019-04-08,1832.0
54812,273,2019-04-08,4477.0
49787,248,2019-04-08,1434.0
42953,214,2019-04-08,1759.0
52199,260,2019-04-08,4712.0
72299,360,2019-04-08,5572.0
74309,370,2019-04-08,1413.0
15849,79,2019-04-08,3682.0
53003,264,2019-04-08,2727.0
17457,87,2019-04-08,3136.0
75515,376,2019-04-08,1166.0
57827,288,2019-04-08,4336.0
7809,39,2019-04-08,1598.0
51395,256,2019-04-08,2461.0
64661,322,2019-04-08,1851.0
32501,162,2019-04-08,1781.0
29888,149,2019-04-08,2611.0
1779,9,2019-04-08,2460.0
66470,331,2019-04-08,2198.0
20039,100,2019-04-08,4722.0
27074,135,2019-04-08,3383.0
40541,202,2019-04-08,1683.0
11427,57,2019-04-08,4568.0
6603,33,2019-04-08,2482.0
65666,327,2019-04-08,2991.0
43757,218,2019-04-08,3003.0
10422,52,2019-04-08,3636.0
79937,398,2019-04-08,3349.0
35717,178,2019-04-08,792.0
64862,323,2019-04-08,3586.0
56420,281,2019-04-08,1893.0
16251,81,2019-04-08,1745.0
52802,263,2019-04-08,3964.0
3588,18,2019-04-08,2193.0
44561,222,2019-04-08,1505.0
74912,373,2019-04-08,862.0
66872,333,2019-04-08,4509.0
62651,312,2019-04-08,1897.0
75314,375,2019-04-08,764.0
13839,69,2019-04-08,3239.0
13236,66,2019-04-08,2809.0
7206,36,2019-04-08,2204.0
64460,321,2019-04-08,1931.0
11628,58,2019-04-08,3111.0
32300,161,2019-04-08,3444.0
29285,146,2019-04-08,2934.0
31094,155,2019-04-08,1489.0
38531,192,2019-04-08,2670.0
74510,371,2019-04-08,1350.0
48983,244,2019-04-08,1565.0
4593,23,2019-04-08,2288.0
29687,148,2019-04-08,2540.0
57626,287,2019-04-08,4474.0
63254,315,2019-04-08,1106.0
23255,116,2019-04-08,1968.0
69485,346,2019-04-08,2891.0
74108,369,2019-04-08,1323.0
50792,253,2019-04-08,1212.0
42149,210,2019-04-08,4575.0
41948,209,2019-04-08,4692.0
51998,259,2019-04-08,1469.0
33707,168,2019-04-08,2521.0
46772,233,2019-04-08,2310.0
46370,231,2019-04-08,3355.0
49586,247,2019-04-08,841.0
8613,43,2019-04-08,2978.0
80138,399,2019-04-08,4039.0
55817,278,2019-04-08,3136.0
36923,184,2019-04-08,2853.0
50189,250,2019-04-08,3251.0
61847,308,2019-04-08,2035.0
25667,128,2019-04-08,2547.0
69686,347,2019-04-08,5483.0
26270,131,2019-04-08,3701.0
17256,86,2019-04-08,1823.0
81746,407,2019-04-08,4515.0
60239,300,2019-04-08,1894.0
8010,40,2019-04-08,2102.0
18261,91,2019-04-08,830.0
573,3,2019-04-08,3093.0
41345,206,2019-04-08,2949.0
35114,175,2019-04-08,1939.0
11829,59,2019-04-08,3745.0
31295,156,2019-04-08,2027.0
37928,189,2019-04-08,1935.0
80942,403,2019-04-08,1514.0
19838,99,2019-04-08,2880.0
12231,61,2019-04-08,2630.0
72500,361,2019-04-08,3017.0
26471,132,2019-04-08,2658.0
22250,111,2019-04-08,3506.0
21044,105,2019-04-08,988.0
66269,330,2019-04-08,2713.0
372,2,2019-04-08,2165.0
2382,12,2019-04-08,2497.0
51999,259,2019-04-15,1176.0
52200,260,2019-04-15,4197.0
25869,129,2019-04-15,1336.0
12232,61,2019-04-15,2260.0
15247,76,2019-04-15,1819.0
10021,50,2019-04-15,2256.0
36723,183,2019-04-15,1156.0
37326,186,2019-04-15,1248.0
70692,352,2019-04-15,1684.0
34110,170,2019-04-15,1622.0
65868,328,2019-04-15,1327.0
10825,54,2019-04-15,2265.0
17659,88,2019-04-15,1317.0
40140,200,2019-04-15,712.0
54411,271,2019-04-15,2030.0
19066,95,2019-04-15,1704.0
62049,309,2019-04-15,1148.0
5197,26,2019-04-15,2383.0
35919,179,2019-04-15,1410.0
67677,337,2019-04-15,979.0
61848,308,2019-04-15,1755.0
55818,278,2019-04-15,2229.0
20643,103,2019-04-15,5284.0
71898,358,2019-04-15,2850.0
81546,406,2019-04-15,2301.0
49185,245,2019-04-15,1856.0
24261,121,2019-04-15,1425.0
17458,87,2019-04-15,2596.0
40944,204,2019-04-15,1943.0
35718,178,2019-04-15,561.0
79737,397,2019-04-15,1423.0
76320,380,2019-04-15,2053.0
38934,194,2019-04-15,2564.0
45768,228,2019-04-15,1444.0
34914,174,2019-04-15,900.0
1780,9,2019-04-15,1798.0
56823,283,2019-04-15,3587.0
67878,338,2019-04-15,2292.0
51195,255,2019-04-15,1860.0
46371,231,2019-04-15,2685.0
22050,110,2019-04-15,2582.0
2182,11,2019-04-15,2991.0
32703,163,2019-04-15,1544.0
41748,208,2019-04-15,2256.0
75717,377,2019-04-15,1549.0
71094,354,2019-04-15,1580.0
26271,131,2019-04-15,2450.0
71697,357,2019-04-15,2773.0
80943,403,2019-04-15,1097.0
21045,105,2019-04-15,765.0
43155,215,2019-04-15,3342.0
18262,91,2019-04-15,573.0
31296,156,2019-04-15,1730.0
2383,12,2019-04-15,1973.0
26472,132,2019-04-15,2032.0
31095,155,2019-04-15,1240.0
7207,36,2019-04-15,1875.0
62652,312,2019-04-15,1695.0
66270,330,2019-04-15,2190.0
79938,398,2019-04-15,2501.0
66873,333,2019-04-15,3908.0
3589,18,2019-04-15,1826.0
56421,281,2019-04-15,1439.0
38532,192,2019-04-15,2405.0
49587,247,2019-04-15,527.0
76521,381,2019-04-15,1740.0
74511,371,2019-04-15,1099.0
74109,369,2019-04-15,1004.0
47577,237,2019-04-15,620.0
29688,148,2019-04-15,2045.0
63255,315,2019-04-15,922.0
976,5,2019-04-15,1808.0
10222,51,2019-04-15,1988.0
36120,180,2019-04-15,2950.0
54612,272,2019-04-15,4983.0
37125,185,2019-04-15,2784.0
42552,212,2019-04-15,2478.0
7609,38,2019-04-15,1403.0
53406,266,2019-04-15,1745.0
49788,248,2019-04-15,1069.0
12634,63,2019-04-15,2688.0
39135,195,2019-04-15,1433.0
63054,314,2019-04-15,1666.0
45969,229,2019-04-15,1173.0
40542,202,2019-04-15,1516.0
11428,57,2019-04-15,3375.0
29889,149,2019-04-15,2241.0
66471,331,2019-04-15,1640.0
51396,256,2019-04-15,1897.0
74310,370,2019-04-15,1016.0
8815,44,2019-04-15,3069.0
77526,386,2019-04-15,1372.0
59034,294,2019-04-15,1348.0
18463,92,2019-04-15,4578.0
21246,106,2019-04-15,3040.0
4393,22,2019-04-15,3056.0
18664,93,2019-04-15,2366.0
62853,313,2019-04-15,715.0
1378,7,2019-04-15,1194.0
14644,73,2019-04-15,3814.0
21447,107,2019-04-15,2370.0
56220,280,2019-04-15,5543.0
66672,332,2019-04-15,739.0
78330,390,2019-04-15,2811.0
51597,257,2019-04-15,3533.0
11026,55,2019-04-15,1414.0
56019,279,2019-04-15,2070.0
39336,196,2019-04-15,3753.0
6001,30,2019-04-15,3167.0
80541,401,2019-04-15,2406.0
24663,123,2019-04-15,1983.0
45366,226,2019-04-15,2300.0
63456,316,2019-04-15,1099.0
28281,141,2019-04-15,1646.0
27477,137,2019-04-15,1897.0
4795,24,2019-04-15,3425.0
33909,169,2019-04-15,1703.0
17860,89,2019-04-15,3135.0
27276,136,2019-04-15,2480.0
24060,120,2019-04-15,2422.0
62250,310,2019-04-15,781.0
81345,405,2019-04-15,3419.0
8413,42,2019-04-15,4547.0
39537,197,2019-04-15,1277.0
2785,14,2019-04-15,1963.0
36522,182,2019-04-15,2334.0
67476,336,2019-04-15,982.0
13036,65,2019-04-15,3285.0
77727,387,2019-04-15,3743.0
77325,385,2019-04-15,1571.0
31497,157,2019-04-15,744.0
74712,372,2019-04-15,1508.0
75918,378,2019-04-15,1380.0
32904,164,2019-04-15,1181.0
21849,109,2019-04-15,1989.0
53607,267,2019-04-15,1801.0
73707,367,2019-04-15,3810.0
29487,147,2019-04-15,1843.0
44361,221,2019-04-15,589.0
2986,15,2019-04-15,2100.0
56622,282,2019-04-15,5179.0
47175,235,2019-04-15,2855.0
21648,108,2019-04-15,1305.0
12433,62,2019-04-15,4731.0
26070,130,2019-04-15,3142.0
67074,334,2019-04-15,2424.0
66069,329,2019-04-15,3070.0
12835,64,2019-04-15,3119.0
58431,291,2019-04-15,1441.0
6202,31,2019-04-15,1726.0
6805,34,2019-04-15,1619.0
18061,90,2019-04-15,2205.0
70893,353,2019-04-15,1756.0
38130,190,2019-04-15,1951.0
15046,75,2019-04-15,2447.0
62451,311,2019-04-15,2028.0
44763,223,2019-04-15,1804.0
20844,104,2019-04-15,2096.0
46170,230,2019-04-15,1461.0
30090,150,2019-04-15,1805.0
43557,217,2019-04-15,2656.0
41949,209,2019-04-15,3889.0
31698,158,2019-04-15,1003.0
49386,246,2019-04-15,882.0
78531,391,2019-04-15,3478.0
49989,249,2019-04-15,1762.0
73908,368,2019-04-15,2009.0
67275,335,2019-04-15,1451.0
51798,258,2019-04-15,2331.0
18865,94,2019-04-15,856.0
9418,47,2019-04-15,1338.0
33105,165,2019-04-15,1499.0
47979,239,2019-04-15,2066.0
73506,366,2019-04-15,663.0
55416,276,2019-04-15,2895.0
76119,379,2019-04-15,2035.0
44964,224,2019-04-15,899.0
69285,345,2019-04-15,2471.0
30693,153,2019-04-15,998.0
3187,16,2019-04-15,2865.0
28683,143,2019-04-15,1670.0
72099,359,2019-04-15,4930.0
76923,383,2019-04-15,4906.0
27879,139,2019-04-15,2570.0
14845,74,2019-04-15,2794.0
64260,320,2019-04-15,667.0
23055,115,2019-04-15,3086.0
77928,388,2019-04-15,2998.0
72702,362,2019-04-15,4166.0
37728,188,2019-04-15,1963.0
81144,404,2019-04-15,4043.0
80139,399,2019-04-15,3291.0
46773,233,2019-04-15,1501.0
23256,116,2019-04-15,1375.0
42150,210,2019-04-15,3583.0
69486,346,2019-04-15,2351.0
57627,287,2019-04-15,3561.0
37527,187,2019-04-15,1137.0
50793,253,2019-04-15,821.0
34713,173,2019-04-15,1345.0
60441,301,2019-04-15,1169.0
45567,227,2019-04-15,2059.0
38733,193,2019-04-15,2520.0
78933,393,2019-04-15,3192.0
48381,241,2019-04-15,1641.0
4594,23,2019-04-15,1762.0
16453,82,2019-04-15,1817.0
65064,324,2019-04-15,2624.0
13639,68,2019-04-15,1485.0
72903,363,2019-04-15,805.0
50391,251,2019-04-15,3380.0
35517,177,2019-04-15,792.0
57426,286,2019-04-15,2375.0
60843,303,2019-04-15,1350.0
5800,29,2019-04-15,2474.0
16654,83,2019-04-15,2005.0
78129,389,2019-04-15,3851.0
29085,145,2019-04-15,1152.0
48582,242,2019-04-15,1611.0
75114,374,2019-04-15,2629.0
68883,343,2019-04-15,3354.0
3991,20,2019-04-15,1233.0
54210,270,2019-04-15,1975.0
24864,124,2019-04-15,1076.0
8614,43,2019-04-15,1992.0
53808,268,2019-04-15,3515.0
80742,402,2019-04-15,1568.0
47376,236,2019-04-15,1407.0
10624,53,2019-04-15,2096.0
60642,302,2019-04-15,1617.0
25266,126,2019-04-15,2157.0
20241,101,2019-04-15,1639.0
32100,160,2019-04-15,1434.0
7408,37,2019-04-15,4420.0
33507,167,2019-04-15,677.0
36321,181,2019-04-15,2495.0
19638,98,2019-04-15,1427.0
26874,134,2019-04-15,1225.0
69084,344,2019-04-15,815.0
172,1,2019-04-15,2611.0
22854,114,2019-04-15,1792.0
52602,262,2019-04-15,1256.0
59637,297,2019-04-15,2716.0
64863,323,2019-04-15,2978.0
28080,140,2019-04-15,2370.0
53004,264,2019-04-15,2080.0
15850,79,2019-04-15,2777.0
75516,376,2019-04-15,1045.0
71496,356,2019-04-15,4823.0
38331,191,2019-04-15,1237.0
14041,70,2019-04-15,1264.0
7810,39,2019-04-15,1385.0
23457,117,2019-04-15,3853.0
58632,292,2019-04-15,5809.0
69888,348,2019-04-15,3376.0
3388,17,2019-04-15,3536.0
24462,122,2019-04-15,1932.0
54009,269,2019-04-15,2092.0
30492,152,2019-04-15,750.0
60039,299,2019-04-15,2418.0
6403,32,2019-04-15,3278.0
32502,162,2019-04-15,1678.0
23658,118,2019-04-15,2538.0
55215,275,2019-04-15,2967.0
33306,166,2019-04-15,1509.0
44160,220,2019-04-15,935.0
50592,252,2019-04-15,4054.0
25065,125,2019-04-15,2519.0
82350,410,2019-04-15,3956.0
57828,288,2019-04-15,3843.0
15649,78,2019-04-15,5866.0
27075,135,2019-04-15,2702.0
70089,349,2019-04-15,2411.0
59838,298,2019-04-15,1237.0
72300,360,2019-04-15,4423.0
64662,322,2019-04-15,1316.0
20040,100,2019-04-15,3978.0
46974,234,2019-04-15,1044.0
81948,408,2019-04-15,2117.0
48180,240,2019-04-15,2371.0
28884,144,2019-04-15,1815.0
37929,189,2019-04-15,1575.0
58029,289,2019-04-15,2258.0
76722,382,2019-04-15,2902.0
373,2,2019-04-15,1599.0
11629,58,2019-04-15,2295.0
32301,161,2019-04-15,2772.0
41346,206,2019-04-15,2440.0
60240,300,2019-04-15,1474.0
13840,69,2019-04-15,2593.0
44562,222,2019-04-15,1297.0
79134,394,2019-04-15,2471.0
79335,395,2019-04-15,1132.0
52803,263,2019-04-15,3115.0
16252,81,2019-04-15,1359.0
75315,375,2019-04-15,695.0
39939,199,2019-04-15,1575.0
8011,40,2019-04-15,1638.0
69687,347,2019-04-15,3849.0
9016,45,2019-04-15,3177.0
16051,80,2019-04-15,3537.0
79536,396,2019-04-15,1276.0
43356,216,2019-04-15,2051.0
64461,321,2019-04-15,1502.0
9820,49,2019-04-15,3400.0
81747,407,2019-04-15,3766.0
43758,218,2019-04-15,2075.0
72501,361,2019-04-15,2477.0
574,3,2019-04-15,2554.0
11830,59,2019-04-15,2689.0
70290,350,2019-04-15,1689.0
14242,71,2019-04-15,3826.0
19839,99,2019-04-15,2483.0
42954,214,2019-04-15,1477.0
70491,351,2019-04-15,2460.0
23859,119,2019-04-15,2563.0
4192,21,2019-04-15,1721.0
27678,138,2019-04-15,2249.0
55014,274,2019-04-15,1471.0
77124,384,2019-04-15,1492.0
65466,326,2019-04-15,1110.0
73305,365,2019-04-15,587.0
63858,318,2019-04-15,1095.0
41547,207,2019-04-15,2370.0
42753,213,2019-04-15,1777.0
53205,265,2019-04-15,1292.0
3790,19,2019-04-15,2945.0
17056,85,2019-04-15,2512.0
35316,176,2019-04-15,1622.0
64059,319,2019-04-15,755.0
34512,172,2019-04-15,2553.0
40341,201,2019-04-15,2646.0
68481,341,2019-04-15,1751.0
43959,219,2019-04-15,2400.0
47778,238,2019-04-15,2652.0
50994,254,2019-04-15,3157.0
71295,355,2019-04-15,2405.0
78732,392,2019-04-15,3378.0
57225,285,2019-04-15,1801.0
8212,41,2019-04-15,2510.0
61245,305,2019-04-15,1340.0
80340,400,2019-04-15,1656.0
36924,184,2019-04-15,2273.0
52401,261,2019-04-15,1399.0
31899,159,2019-04-15,2510.0
58833,293,2019-04-15,1188.0
775,4,2019-04-15,3756.0
54813,273,2019-04-15,3770.0
41145,205,2019-04-15,1417.0
68280,340,2019-04-15,2821.0
28482,142,2019-04-15,2104.0
57024,284,2019-04-15,1898.0
4996,25,2019-04-15,1894.0
65667,327,2019-04-15,2234.0
61647,307,2019-04-15,580.0
6604,33,2019-04-15,1648.0
59235,295,2019-04-15,1319.0
14443,72,2019-04-15,4644.0
63657,317,2019-04-15,760.0
2584,13,2019-04-15,2935.0
68079,339,2019-04-15,1837.0
5599,28,2019-04-15,1463.0
9619,48,2019-04-15,5336.0
39738,198,2019-04-15,1550.0
13438,67,2019-04-15,1916.0
10423,52,2019-04-15,2616.0
25668,128,2019-04-15,2156.0
35115,175,2019-04-15,1377.0
58230,290,2019-04-15,1611.0
17257,86,2019-04-15,1808.0
22251,111,2019-04-15,2745.0
50190,250,2019-04-15,2542.0
1981,10,2019-04-15,1224.0
13237,66,2019-04-15,2440.0
74913,373,2019-04-15,606.0
29286,146,2019-04-15,2579.0
33708,168,2019-04-15,2053.0
42351,211,2019-04-15,1523.0
48984,244,2019-04-15,1092.0
61446,306,2019-04-15,1947.0
26673,133,2019-04-15,2078.0
12031,60,2019-04-15,3930.0
22452,112,2019-04-15,3137.0
30894,154,2019-04-15,921.0
7006,35,2019-04-15,1700.0
55617,277,2019-04-15,3769.0
30291,151,2019-04-15,3147.0
48783,243,2019-04-15,412.0
5398,27,2019-04-15,3027.0
9217,46,2019-04-15,1675.0
73104,364,2019-04-15,1831.0
15448,77,2019-04-15,2490.0
11227,56,2019-04-15,3431.0
59436,296,2019-04-15,3201.0
40743,203,2019-04-15,1207.0
19437,97,2019-04-15,1988.0
61044,304,2019-04-15,2995.0
16855,84,2019-04-15,1598.0
25467,127,2019-04-15,1385.0
82149,409,2019-04-15,1894.0
34311,171,2019-04-15,1401.0
1177,6,2019-04-15,1411.0
68682,342,2019-04-15,2349.0
1579,8,2019-04-15,3069.0
20442,102,2019-04-15,3063.0
45165,225,2019-04-15,1087.0
22653,113,2019-04-15,2324.0
46572,232,2019-04-15,2235.0
65265,325,2019-04-15,2061.0
64663,322,2019-04-22,1353.0
18866,94,2019-04-22,944.0
53407,266,2019-04-22,1898.0
55819,278,2019-04-22,2470.0
1379,7,2019-04-22,1526.0
39940,199,2019-04-22,1693.0
54814,273,2019-04-22,4037.0
78331,390,2019-04-22,2793.0
35719,178,2019-04-22,698.0
50191,250,2019-04-22,2963.0
34312,171,2019-04-22,1243.0
50392,251,2019-04-22,3256.0
74914,373,2019-04-22,684.0
66271,330,2019-04-22,2383.0
43759,218,2019-04-22,2198.0
64462,321,2019-04-22,1721.0
42352,211,2019-04-22,1426.0
19067,95,2019-04-22,1796.0
65668,327,2019-04-22,2491.0
9821,49,2019-04-22,4182.0
50593,252,2019-04-22,4305.0
33106,165,2019-04-22,1733.0
30292,151,2019-04-22,3439.0
575,3,2019-04-22,3134.0
64060,319,2019-04-22,946.0
5399,27,2019-04-22,3329.0
4997,25,2019-04-22,2190.0
6806,34,2019-04-22,1712.0
45367,226,2019-04-22,2502.0
75115,374,2019-04-22,2752.0
81346,405,2019-04-22,3433.0
20041,100,2019-04-22,4234.0
51397,256,2019-04-22,2177.0
63658,317,2019-04-22,726.0
78130,389,2019-04-22,4186.0
65266,325,2019-04-22,2254.0
27277,136,2019-04-22,3064.0
9620,48,2019-04-22,5522.0
80542,401,2019-04-22,2706.0
11027,55,2019-04-22,1602.0
10022,50,2019-04-22,2631.0
45769,228,2019-04-22,1309.0
71497,356,2019-04-22,4916.0
27076,135,2019-04-22,2698.0
71698,357,2019-04-22,2823.0
45970,229,2019-04-22,1382.0
39136,195,2019-04-22,1555.0
30493,152,2019-04-22,920.0
63457,316,2019-04-22,1264.0
26674,133,2019-04-22,2411.0
58633,292,2019-04-22,6880.0
4796,24,2019-04-22,3850.0
35116,175,2019-04-22,1618.0
5801,29,2019-04-22,2715.0
82351,410,2019-04-22,4130.0
24463,122,2019-04-22,1983.0
12233,61,2019-04-22,2400.0
75517,376,2019-04-22,1168.0
30694,153,2019-04-22,1346.0
19840,99,2019-04-22,2730.0
55618,277,2019-04-22,4000.0
8213,41,2019-04-22,3314.0
45568,227,2019-04-22,1946.0
71296,355,2019-04-22,2790.0
56020,279,2019-04-22,2161.0
51196,255,2019-04-22,2034.0
12032,60,2019-04-22,3914.0
74713,372,2019-04-22,2041.0
63256,315,2019-04-22,930.0
50794,253,2019-04-22,988.0
47377,236,2019-04-22,1506.0
55216,275,2019-04-22,2763.0
65065,324,2019-04-22,2837.0
50995,254,2019-04-22,3449.0
79939,398,2019-04-22,2675.0
77929,388,2019-04-22,3009.0
55417,276,2019-04-22,3056.0
65869,328,2019-04-22,1469.0
58432,291,2019-04-22,1596.0
75718,377,2019-04-22,1584.0
53608,267,2019-04-22,2039.0
32905,164,2019-04-22,1464.0
66070,329,2019-04-22,3370.0
20845,104,2019-04-22,2314.0
58834,293,2019-04-22,1137.0
14846,74,2019-04-22,2977.0
1580,8,2019-04-22,3870.0
35518,177,2019-04-22,908.0
